time,/jointset/r_shoulder/r_shoulder_elev/value_angulos,/jointset/r_shoulder/r_shoulder_elev/speed_angulos,/jointset/r_elbow/r_elbow_flex/value_angulos,/jointset/r_elbow/r_elbow_flex/speed_angulos,/forceset/TRIlong/activation_angulos,/forceset/TRIlong/fiber_length_angulos,/forceset/TRIlat/activation_angulos,/forceset/TRIlat/fiber_length_angulos,/forceset/TRImed/activation_angulos,/forceset/TRImed/fiber_length_angulos,/forceset/BIClong/activation_angulos,/forceset/BIClong/fiber_length_angulos,/forceset/BICshort/activation_angulos,/forceset/BICshort/fiber_length_angulos,/forceset/BRA/activation_angulos,/forceset/BRA/fiber_length_angulos,base_X_posiciones,base_Y_posiciones,base_Z_posiciones,base_Ox_posiciones,base_Oy_posiciones,base_Oz_posiciones,r_humerus_X_posiciones,r_humerus_Y_posiciones,r_humerus_Z_posiciones,r_humerus_Ox_posiciones,r_humerus_Oy_posiciones,r_humerus_Oz_posiciones,r_ulna_radius_hand_X_posiciones,r_ulna_radius_hand_Y_posiciones,r_ulna_radius_hand_Z_posiciones,r_ulna_radius_hand_Ox_posiciones,r_ulna_radius_hand_Oy_posiciones,r_ulna_radius_hand_Oz_posiciones,center_of_mass_X_posiciones,center_of_mass_Y_posiciones,center_of_mass_Z_posiciones,base_X_velocidades,base_Y_velocidades,base_Z_velocidades,base_Ox_velocidades,base_Oy_velocidades,base_Oz_velocidades,r_humerus_X_velocidades,r_humerus_Y_velocidades,r_humerus_Z_velocidades,r_humerus_Ox_velocidades,r_humerus_Oy_velocidades,r_humerus_Oz_velocidades,r_ulna_radius_hand_X_velocidades,r_ulna_radius_hand_Y_velocidades,r_ulna_radius_hand_Z_velocidades,r_ulna_radius_hand_Ox_velocidades,r_ulna_radius_hand_Oy_velocidades,r_ulna_radius_hand_Oz_velocidades,center_of_mass_X_velocidades,center_of_mass_Y_velocidades,center_of_mass_Z_velocidades,base_X_aceleraciones,base_Y_aceleraciones,base_Z_aceleraciones,base_Ox_aceleraciones,base_Oy_aceleraciones,base_Oz_aceleraciones,r_humerus_X_aceleraciones,r_humerus_Y_aceleraciones,r_humerus_Z_aceleraciones,r_humerus_Ox_aceleraciones,r_humerus_Oy_aceleraciones,r_humerus_Oz_aceleraciones,r_ulna_radius_hand_X_aceleraciones,r_ulna_radius_hand_Y_aceleraciones,r_ulna_radius_hand_Z_aceleraciones,r_ulna_radius_hand_Ox_aceleraciones,r_ulna_radius_hand_Oy_aceleraciones,r_ulna_radius_hand_Oz_aceleraciones,center_of_mass_X_aceleraciones,center_of_mass_Y_aceleraciones,center_of_mass_Z_aceleraciones,TRIlong_activaciones,TRIlat_activaciones,TRImed_activaciones,BIClong_activaciones,BICshort_activaciones,BRA_activaciones,ID_movimiento
0.99227007,3.88587112,21.42296138,20.78798742,-12.18336299,-0.10231308,0.14718933,-0.10231308,0.07871461,-0.10231308,0.07371319,-0.10231308,0.14215268,-0.10231308,0.14230423,-0.10231308,0.08842766,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00533413,0.61291895,0.17071949,-0.22899774,0.00118599,3.87912251,0.0837844,0.33867386,0.15590024,0.57465249,0.98601751,24.6217153,0.03489548,0.48912009,0.16402983,0.0,0.0,0.0,0.0,0.0,0.0,0.06721607,0.00457357,0.00395525,-1.26177,0.04927281,21.38571446,0.13458895,0.02143944,0.01226557,-1.83233443,-0.48493144,9.22744913,0.09762933,0.01218711,0.00770667,0.0,0.0,0.0,0.0,0.0,0.0,-0.80939557,-0.02978199,-0.04768621,15.16187056,-0.59207937,-256.97824008,-1.61606085,-0.20962946,-0.1482024,22.31507098,5.44766135,-108.56317022,-1.1735379,-0.11096818,-0.09306091,0.01002188,0.01241326,0.01230869,0.07340296,0.01274175,0.01048634,movimiento_2
1.0,4.04373145,19.41488118,20.69828457,-11.02113932,-0.10330831,0.14725407,-0.10330831,0.07867658,-0.10330831,0.07367546,-0.10330831,0.14212975,-0.10330831,0.14232858,-0.10330831,0.0884494,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00483888,0.61295334,0.17074863,-0.23829828,0.00090644,4.03670854,0.08477621,0.33883316,0.15599059,0.5599887,0.9831085,24.68982562,0.03561489,0.48921086,0.16408661,0.0,0.0,0.0,0.0,0.0,0.0,0.06090397,0.00431297,0.00358343,-1.14349805,0.04465423,19.3811256,0.12199465,0.0197567,0.01110946,-1.65837006,-0.44179257,8.38277171,0.08848133,0.01128453,0.00698081,0.0,0.0,0.0,0.0,0.0,0.0,-0.82319157,-0.03751878,-0.04848235,15.42843424,-0.60248882,-261.49622259,-1.64219687,-0.22579132,-0.15076491,22.66719957,5.6956059,-110.18826886,-1.1929044,-0.12250819,-0.09465443,0.01002146,0.01406775,0.01380394,0.07409599,0.01181993,0.01019839,movimiento_2
0.0,30.0,0.0,20.0,0.0,0.05,0.1,0.05,0.1,0.05,0.1,0.05,0.1,0.05,0.1,0.05,0.1,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07254937,0.63668575,0.17525991,-1.70521879,-0.38543844,29.9444496,0.27159257,0.42729262,0.16705986,-1.41878761,0.80397175,49.90632995,0.16240083,0.54216216,0.17155827,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,6e-08,1e-08,-2.17e-06,8e-08,3.682e-05,-0.00026014,-0.00030877,3.136e-05,-0.00228388,-0.01101745,-0.12749971,-0.00011738,-0.00013935,1.416e-05,0.0,0.0,0.0,0.0,0.0,0.0,-192.26974192,-111.19102537,-11.08784552,4157.74425234,-162.36219453,-70469.52396491,-573.92384748,-502.70644951,-10.77273106,3069.89475944,-5415.1979652,-131275.19245319,-364.55485142,-287.92770063,-10.94559753,0.99999371,0.41273956,0.40570616,0.01006059,0.99999326,0.65091313,movimiento_4
9.93e-06,29.99999651,-0.70332218,19.99999827,-0.23738602,0.04999287,0.11557835,0.04999287,0.09999675,0.04999287,0.09999675,0.04999287,0.1035801,0.04999287,0.10825771,0.04999287,0.09998913,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07254936,0.63668575,0.17525991,-1.70521861,-0.38543834,29.94444612,0.27159254,0.4272926,0.16705986,-1.41878736,0.80397172,49.90632474,0.16240081,0.54216214,0.17155827,0.0,0.0,0.0,0.0,0.0,0.0,-0.00191418,-0.00110698,-0.00011039,0.04139324,-0.00161643,-0.70157327,-0.00489587,-0.00403423,-0.00020573,0.0377307,-0.01930154,-0.90629218,-0.00326016,-0.00242839,-0.00015343,0.0,0.0,0.0,0.0,0.0,0.0,-192.26974136,-111.19097803,-11.08784559,4157.74380087,-162.36217689,-70469.51631285,-573.92390785,-502.70631657,-10.7727327,3069.89367698,-5415.1979968,-131275.19092789,-364.55487837,-287.92761466,-10.94559831,0.9999312,0.11597733,0.12165242,0.01022759,0.99980787,0.88605999,movimiento_4
1.985e-05,29.99998612,-1.38382178,19.9999969,0.02370826,0.04998573,0.12658513,0.04998573,0.09999351,0.04998573,0.09999351,0.04998573,0.10672477,0.04998573,0.11475436,0.04998573,0.09997828,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07254933,0.63668573,0.1752599,-1.70521807,-0.38543806,29.94443575,0.27159248,0.42729254,0.16705986,-1.41878661,0.80397187,49.906313,0.16240077,0.54216211,0.17155827,0.0,0.0,0.0,0.0,0.0,0.0,-0.00376977,-0.00218009,-0.0002174,0.08151954,-0.00318338,-1.38167309,-0.00880688,-0.00695418,-0.00050569,0.0816238,-0.00267996,-1.37584561,-0.00604361,-0.00433519,-0.00034754,0.0,0.0,0.0,0.0,0.0,0.0,-192.26977163,-111.19085873,-11.08784765,4157.74317666,-162.36215252,-70469.50573324,-573.92403929,-502.70599525,-10.77274289,3069.89243491,-5415.19692009,-131275.17564838,-364.5549543,-287.92740416,-10.94560404,0.99999818,0.11430149,0.0257279,0.01001242,0.99996419,0.49675359,movimiento_4
3.404e-05,29.99996,-2.28276142,20.00000274,0.86776611,0.04997554,0.13772869,0.04997554,0.09998886,0.04997554,0.09998886,0.04997554,0.11059497,0.04997554,0.12192621,0.04997554,0.09996278,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07254926,0.63668569,0.1752599,-1.70521671,-0.38543734,29.94440969,0.27159232,0.42729243,0.16705985,-1.41878468,0.80397281,49.90629276,0.16240066,0.54216203,0.17155826,0.0,0.0,0.0,0.0,0.0,0.0,-0.00621684,-0.00359524,-0.00035851,0.13443617,-0.00524981,-2.27855597,-0.01275575,-0.00937052,-0.0010468,0.15010071,0.07038837,-1.40298457,-0.00916861,-0.0062023,-0.00066922,0.0,0.0,0.0,0.0,0.0,0.0,-192.26991691,-111.19061657,-11.08785678,4157.74326986,-162.36215616,-70469.5073128,-573.92426529,-502.70535622,-10.77278125,3069.89429132,-5415.19179428,-131275.11157633,-364.55513602,-287.92698285,-10.94562637,0.99998622,0.01000288,0.01000164,0.6384733,0.99999616,0.99999765,movimiento_4
5.431e-05,29.99990211,-3.39501922,20.00003648,2.50876297,0.04996098,0.14788348,0.04996098,0.09998223,0.04996098,0.09998223,0.04996098,0.11510101,0.04996098,0.12922382,0.04996098,0.09994067,0.0,0.8,0.0,-0.0,0.0,-0.0,0.0725491,0.6366856,0.17525989,-1.70521369,-0.38543575,29.94435192,0.27159202,0.42729222,0.16705982,-1.41878033,0.80397618,49.90626866,0.16240044,0.54216189,0.17155824,0.0,0.0,0.0,0.0,0.0,0.0,-0.0092472,-0.0053477,-0.00053327,0.19996623,-0.00780879,-3.38922363,-0.01654315,-0.01105433,-0.00184966,0.24456381,0.20753489,-0.89644885,-0.01254072,-0.00792377,-0.00112751,0.0,0.0,0.0,0.0,0.0,0.0,-192.27034172,-111.19020179,-11.0878828,4157.74628364,-162.36227385,-70469.55839332,-573.92466987,-502.70417809,-10.77289198,3069.90583973,-5415.17547693,-131274.92647842,-364.5555517,-287.92622348,-10.94569063,0.9999997,0.010005,0.01000541,0.85778635,0.99999609,0.99999502,movimiento_4
7.458e-05,29.99982373,-4.30689549,20.00010505,4.2488068,0.04994643,0.15386739,0.04994643,0.0999756,0.04994643,0.0999756,0.04994643,0.11866037,0.04994643,0.13419114,0.04994643,0.09991861,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07254889,0.63668547,0.17525988,-1.70520959,-0.38543361,29.9442737,0.27159166,0.42729199,0.16705977,-1.41877436,0.80398215,49.90625885,0.16240016,0.54216172,0.17155821,0.0,0.0,0.0,0.0,0.0,0.0,-0.01173044,-0.00678376,-0.00067647,0.25366499,-0.00990576,-4.29936281,-0.01879533,-0.01142383,-0.00261007,0.32943344,0.35594668,-0.06432401,-0.01491965,-0.00887836,-0.00154933,0.0,0.0,0.0,0.0,0.0,0.0,-192.27099976,-111.18978529,-11.08792259,4157.75306438,-162.36253864,-70469.67332,-573.92516595,-502.70279232,-10.77306961,3069.92726543,-5415.14718079,-131274.63264221,-364.55613663,-287.92536944,-10.94579264,0.99999314,0.01000149,0.01000176,0.92310059,0.99999905,0.99999887,movimiento_4
9.485e-05,29.99972874,-5.03757239,20.0002078,5.85662125,0.04993188,0.15734841,0.04993188,0.09996897,0.04993188,0.09996897,0.04993188,0.12147893,0.04993188,0.13759233,0.04993188,0.09989658,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07254863,0.63668532,0.17525986,-1.70520464,-0.385431,29.94417891,0.27159126,0.42729176,0.16705971,-1.41876704,0.80399058,49.90626659,0.16239984,0.54216153,0.17155818,0.0,0.0,0.0,0.0,0.0,0.0,-0.01372082,-0.00793477,-0.00079126,0.29670568,-0.01158652,-5.0288586,-0.02019031,-0.01123322,-0.00326895,0.40105355,0.49225869,0.80356714,-0.01664126,-0.00942374,-0.00190973,0.0,0.0,0.0,0.0,0.0,0.0,-192.2718528,-111.18941943,-11.08797376,4157.76348113,-162.36294542,-70469.84987318,-573.92573592,-502.70128209,-10.77330935,3069.95572979,-5415.10559022,-131274.2393447,-364.55686189,-287.92448698,-10.94592893,1.0,0.01,0.01,0.48816036,1.0,1.0,movimiento_4
0.00012113,29.99958636,-5.7592898,20.00038555,7.60151699,0.04991302,0.15974755,0.04991302,0.09996037,0.04991302,0.09996037,0.04991302,0.12428006,0.04991302,0.14045936,0.04991302,0.09986809,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07254824,0.6366851,0.17525984,-1.70519721,-0.3854271,29.94403683,0.27159072,0.42729147,0.16705962,-1.41875598,0.80400468,49.90630189,0.16239938,0.54216128,0.17155812,0.0,0.0,0.0,0.0,0.0,0.0,-0.01568644,-0.00907144,-0.00090461,0.3392107,-0.01324636,-5.74927537,-0.02123545,-0.01065042,-0.00395966,0.47469703,0.64094227,1.82351689,-0.01819136,-0.00978422,-0.00228371,0.0,0.0,0.0,0.0,0.0,0.0,-192.27319417,-111.18906244,-11.08805373,4157.78190158,-162.36366475,-70470.16208104,-573.92652303,-502.69925671,-10.77370013,3069.99933988,-5415.03158712,-131273.5996171,-364.55795306,-287.92337686,-10.9461492,0.40641007,0.01000759,0.01000807,0.03346325,0.84197687,0.63401854,movimiento_4
0.00014741,29.99942775,-6.28267642,20.00060381,8.94492135,0.04989418,0.16089265,0.04989418,0.09995178,0.04989418,0.09995178,0.04989418,0.12634789,0.04989418,0.14221004,0.04989418,0.09983967,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07254781,0.63668485,0.17525982,-1.70518893,-0.38542275,29.94387855,0.27159015,0.4272912,0.16705951,-1.41874358,0.80402163,49.90636142,0.16239888,0.54216102,0.17155806,0.0,0.0,0.0,0.0,0.0,0.0,-0.01711229,-0.00989594,-0.00098684,0.37004328,-0.01445039,-6.27185619,-0.02184059,-0.01004605,-0.00447911,0.52945924,0.75526927,2.63832845,-0.01924673,-0.0099637,-0.00256331,0.0,0.0,0.0,0.0,0.0,0.0,-192.27474563,-111.18884866,-11.08814576,4157.80506794,-162.36456941,-70470.55472722,-573.92729894,-502.69725136,-10.77416438,3070.04714566,-5414.93642968,-131272.8377888,-364.55915442,-287.92235433,-10.94640926,0.17329131,0.01001249,0.01001328,0.05193915,0.47883599,0.37931781,movimiento_4
0.00018345,29.99919181,-6.77451759,20.00095123,10.24188042,0.04986834,0.16155349,0.04986834,0.09993999,0.04986834,0.09993999,0.04986834,0.12832628,0.04986834,0.14355402,0.04986834,0.09980081,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07254717,0.63668448,0.17525978,-1.70517662,-0.38541629,29.9436431,0.27158935,0.42729085,0.16705934,-1.41872506,0.80404824,49.90647267,0.16239817,0.54216066,0.17155796,0.0,0.0,0.0,0.0,0.0,0.0,-0.01845155,-0.01067032,-0.00106407,0.39900296,-0.01558128,-6.76269311,-0.02233581,-0.00939146,-0.00497583,0.58153839,0.8657476,3.43950433,-0.02020497,-0.01009302,-0.0028299,0.0,0.0,0.0,0.0,0.0,0.0,-192.27712603,-111.1887603,-11.0882864,4157.84285191,-162.36604489,-70471.19512701,-573.92828069,-502.69461383,-10.77488995,3070.11602268,-5414.77758163,-131271.64119605,-364.56090345,-287.92111523,-10.94681395,0.01281185,0.01003054,0.01003237,0.04853077,0.1648026,0.14806007,movimiento_4
0.00021949,29.99894147,-7.09536218,20.00133648,11.07446503,0.04984252,0.16182617,0.04984252,0.0999282,0.04984252,0.0999282,0.04984252,0.12961967,0.04984252,0.14423263,0.04984252,0.09976209,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07254648,0.63668408,0.17525974,-1.70516355,-0.38540943,29.94339329,0.27158854,0.42729052,0.16705915,-1.41870534,0.80407749,49.9066073,0.16239743,0.54216029,0.17155786,0.0,0.0,0.0,0.0,0.0,0.0,-0.01932598,-0.01117588,-0.00111449,0.41791084,-0.01631965,-7.08316246,-0.02268735,-0.00899741,-0.00529675,0.61529632,0.93668592,3.94880198,-0.02084336,-0.01019248,-0.00300244,0.0,0.0,0.0,0.0,0.0,0.0,-192.27971184,-111.18885111,-11.08843876,4157.88564223,-162.36771588,-70471.92037933,-573.92915095,-502.69211675,-10.77568721,3070.18657794,-5414.59423757,-131270.3191984,-364.56271483,-287.92003782,-10.94725743,0.03996138,0.010591,0.01062725,0.01021629,0.03543643,0.02077101,movimiento_4
0.00025553,29.99868152,-7.31882802,20.00174611,11.62219634,0.04981672,0.16196754,0.04981672,0.09991642,0.04981672,0.09991642,0.04981672,0.1304615,0.04981672,0.14460234,0.04981672,0.09972349,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07254578,0.63668367,0.1752597,-1.70514999,-0.3854023,29.94313388,0.27158772,0.4272902,0.16705896,-1.41868482,0.80410845,49.90675667,0.16239667,0.54215992,0.17155775,0.0,0.0,0.0,0.0,0.0,0.0,-0.01993405,-0.0115274,-0.00114956,0.43105888,-0.01683309,-7.30600824,-0.02299728,-0.00880097,-0.00551203,0.63819907,0.98324433,4.2709055,-0.02131684,-0.01029664,-0.00311886,0.0,0.0,0.0,0.0,0.0,0.0,-192.28243558,-111.18905692,-11.08859899,4157.9317445,-162.3695162,-70472.70176568,-573.92993784,-502.68971636,-10.7765316,3070.25811702,-5414.3945363,-131268.91389482,-364.56456424,-287.91906715,-10.9477265,0.05015622,0.07665867,0.07205579,0.01008044,0.01034054,0.01016558,movimiento_4
0.00031199,29.99826082,-7.57068773,20.00241924,12.1800952,0.04977633,0.16207862,0.04977633,0.09989796,0.04977633,0.09989796,0.04977633,0.13123131,0.04977633,0.14493308,0.04977633,0.09966329,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07254463,0.63668301,0.17525963,-1.70512803,-0.38539077,29.94271405,0.27158641,0.4272897,0.16705864,-1.41865158,0.80415919,49.90700858,0.16239545,0.54215934,0.17155757,0.0,0.0,0.0,0.0,0.0,0.0,-0.0206211,-0.0119245,-0.00118918,0.44591392,-0.01741318,-7.55778616,-0.02346757,-0.00872139,-0.00574082,0.66302584,1.03076497,4.57602218,-0.02190604,-0.01047856,-0.00324387,0.0,0.0,0.0,0.0,0.0,0.0,-192.28688788,-111.18950776,-11.08886064,4158.00817429,-162.37250082,-70473.99717275,-573.93108077,-502.686043,-10.77791586,3070.37206112,-5414.06127657,-131266.60453879,-364.56752263,-287.91765626,-10.94849491,0.08471266,0.13497345,0.12682745,0.01009487,0.01034274,0.01016493,movimiento_4
0.00038064,29.99773279,-7.80221145,20.0032718,12.62828636,0.04972726,0.16213647,0.04972726,0.09987551,0.04972726,0.09987551,0.04972726,0.13173961,0.04972726,0.14515237,0.04972726,0.09959051,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07254319,0.63668218,0.17525955,-1.70510048,-0.3853763,29.94218713,0.27158478,0.4272891,0.16705824,-1.41860983,0.80422334,49.90733245,0.16239393,0.54215861,0.17155734,0.0,0.0,0.0,0.0,0.0,0.0,-0.02125092,-0.01228844,-0.0012255,0.45953088,-0.01794493,-7.78857962,-0.02403161,-0.00880597,-0.00593454,0.68462211,1.06870012,4.79062873,-0.02250617,-0.0107164,-0.00335124,0.0,0.0,0.0,0.0,0.0,0.0,-192.29251038,-111.19016699,-11.08919085,4158.10553259,-162.37630272,-70475.64729655,-573.93240731,-502.68160238,-10.77966705,3070.5135271,-5413.63495077,-131263.67815473,-364.57120586,-287.91601333,-10.94946658,0.09033303,0.16885978,0.15864364,0.01007141,0.01017638,0.010087,movimiento_4
0.00046696,29.99704863,-8.04272906,20.00438036,13.0362505,0.04966564,0.16216426,0.04966564,0.09984729,0.04966564,0.09984729,0.04966564,0.13209936,0.04966564,0.1452991,0.04966564,0.09949966,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07254133,0.6366811,0.17525944,-1.70506477,-0.38535755,29.9415044,0.27158267,0.42728833,0.16705772,-1.41855572,0.8043067,49.90775599,0.16239195,0.54215767,0.17155705,0.0,0.0,0.0,0.0,0.0,0.0,-0.0219067,-0.0126673,-0.00126332,0.47370824,-0.01849857,-8.02887151,-0.02473473,-0.0090313,-0.0061223,0.70609569,1.10329477,4.95735854,-0.02318332,-0.01102595,-0.00345675,0.0,0.0,0.0,0.0,0.0,0.0,-192.29981245,-111.19108105,-11.08961957,4158.2325158,-162.38126148,-70477.79953252,-573.93405142,-502.67595721,-10.781944,3070.69555026,-5413.07740121,-131259.8690349,-364.57595384,-287.91396644,-10.95072962,0.10147067,0.18502104,0.17382056,0.01006601,0.01012553,0.01006338,movimiento_4
0.00059822,29.99597165,-8.36086617,20.00612383,13.50953801,0.04957211,0.16218381,0.04957211,0.09980439,0.04957211,0.09980439,0.04957211,0.13238454,0.04957211,0.14540192,0.04957211,0.09936288,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07253839,0.63667941,0.17525927,-1.70500857,-0.38532804,29.94042968,0.27157936,0.42728712,0.1670569,-1.41847054,0.80443782,49.90842113,0.16238885,0.54215619,0.17155658,0.0,0.0,0.0,0.0,0.0,0.0,-0.02277317,-0.01316776,-0.00131329,0.49243926,-0.01923002,-8.3463431,-0.02579996,-0.00949038,-0.00635399,0.73327755,1.14323578,5.11095025,-0.02413951,-0.01150773,-0.00358875,0.0,0.0,0.0,0.0,0.0,0.0,-192.31129668,-111.19256351,-11.09029373,4158.43264772,-162.38907674,-70481.19156428,-573.9365649,-502.66714496,-10.78553002,3070.97989814,-5412.19602235,-131253.86254742,-364.58338851,-287.9108017,-10.95271825,0.10376479,0.19779465,0.18581681,0.01005868,0.01009771,0.01005055,movimiento_4
0.00084247,29.99386313,-8.89768396,20.00951291,14.22093623,0.04939859,0.16220617,0.04939859,0.09972458,0.04939859,0.09972458,0.04939859,0.13259257,0.04939859,0.14546396,0.04939859,0.09911265,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07253265,0.63667609,0.17525894,-1.70489853,-0.38527026,29.93832555,0.27157281,0.42728468,0.1670553,-1.41830388,0.80469303,49.90969907,0.16238274,0.54215327,0.17155568,0.0,0.0,0.0,0.0,0.0,0.0,-0.02423581,-0.01401228,-0.00139764,0.52405573,-0.02046466,-8.88221004,-0.0277748,-0.01047447,-0.0067238,0.77761953,1.20317274,5.2837027,-0.02583337,-0.01241525,-0.00380196,0.0,0.0,0.0,0.0,0.0,0.0,-192.33365491,-111.19545204,-11.09160622,4158.82230444,-162.40429305,-70487.79584829,-573.94139959,-502.64983746,-10.79252763,3071.53025003,-5410.47198462,-131242.11958404,-364.59783633,-287.9045734,-10.95659709,0.10713269,0.20403569,0.19167817,0.01005765,0.01008888,0.01004632,movimiento_4
0.00108673,29.99162693,-9.41064876,20.01306554,14.86295994,0.04922576,0.16222197,0.04922576,0.09964481,0.04922576,0.09964481,0.04922576,0.13265949,0.04922576,0.14549434,0.04922576,0.0988678,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07252656,0.63667256,0.17525859,-1.70478183,-0.38520899,29.93609403,0.27156579,0.427282,0.16705361,-1.41812727,0.80496114,49.91101283,0.16237623,0.54215013,0.17155473,0.0,0.0,0.0,0.0,0.0,0.0,-0.02563374,-0.01481918,-0.00147826,0.55427102,-0.02164459,-9.39432841,-0.02973901,-0.01150556,-0.00706801,0.81933302,1.25720198,5.41125118,-0.02748693,-0.01332336,-0.00400157,0.0,0.0,0.0,0.0,0.0,0.0,-192.35715469,-111.19841834,-11.09298589,4159.23121131,-162.42026109,-70494.7264026,-573.94649417,-502.63125949,-10.79990379,3072.10599025,-5408.65253036,-131229.71312159,-364.61302768,-287.89781425,-10.96068368,0.10565223,0.20494884,0.19253522,0.01005728,0.01008814,0.01004582,movimiento_4
0.00148802,29.98768493,-10.23240444,20.01923262,15.86467249,0.04894329,0.16224156,0.04894329,0.09951383,0.04894329,0.09951383,0.04894329,0.13271001,0.04894329,0.14552848,0.04894329,0.09847663,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07251582,0.63666636,0.17525797,-1.7045761,-0.38510099,29.93216026,0.27155321,0.42727704,0.16705067,-1.4178163,0.80542788,49.91323334,0.16236466,0.54214448,0.17155306,0.0,0.0,0.0,0.0,0.0,0.0,-0.02787317,-0.01611126,-0.00160741,0.6026697,-0.02353458,-10.21463666,-0.03294042,-0.01322139,-0.00761279,0.88568656,1.34141518,5.5887567,-0.03016061,-0.01480672,-0.00431834,0.0,0.0,0.0,0.0,0.0,0.0,-192.39809513,-111.2033884,-11.09538995,4159.94176371,-162.44800855,-70506.76954096,-573.95545699,-502.59793464,-10.81280051,3073.10419372,-5405.46887868,-131207.96105204,-364.63953289,-287.88549734,-10.9678243,0.09929085,0.21609482,0.2030031,0.0100494,0.0100757,0.01003968,movimiento_4
0.00211251,29.98090383,-11.47914864,20.02960719,17.34799179,0.04850734,0.16226407,0.04850734,0.09931019,0.04850734,0.09931019,0.04850734,0.13275976,0.04850734,0.14556583,0.04850734,0.09789351,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07249735,0.63665568,0.17525691,-1.70422217,-0.38491524,29.92539334,0.2715311,0.42726794,0.16704566,-1.41728222,0.80621637,49.91681945,0.16234455,0.54213452,0.17155021,0.0,0.0,0.0,0.0,0.0,0.0,-0.03127146,-0.0180706,-0.0018034,0.6761008,-0.02640211,-11.45921898,-0.03787289,-0.01591091,-0.00843047,0.98575047,1.46600907,5.82175172,-0.03425146,-0.01709568,-0.00479497,0.0,0.0,0.0,0.0,0.0,0.0,-192.46733526,-111.21128268,-11.09945697,4161.13875304,-162.49475164,-70527.05728909,-573.97086453,-502.53916215,-10.83472471,3074.78132001,-5400.05214583,-131170.83735731,-364.68447208,-287.86329712,-10.97995236,0.11738091,0.1737456,0.16322787,0.01007282,0.01017272,0.01007937,movimiento_4
0.00316336,29.9677651,-13.51543425,20.04908748,19.70103137,0.04778359,0.1622912,0.04778359,0.09896804,0.04778359,0.09896804,0.04778359,0.13281737,0.04778359,0.14560963,0.04778359,0.09697549,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07246156,0.636635,0.17525484,-1.70353637,-0.38455546,29.91228206,0.27148698,0.42724883,0.1670361,-1.4162496,0.80770582,49.92314792,0.16230499,0.54211455,0.17154476,0.0,0.0,0.0,0.0,0.0,0.0,-0.03682383,-0.02126784,-0.00212363,0.79603998,-0.0310858,-13.49206558,-0.0460738,-0.02046634,-0.00974919,1.1480721,1.66342966,6.13314177,-0.04099942,-0.02090603,-0.00556594,0.0,0.0,0.0,0.0,0.0,0.0,-192.59835399,-111.22481453,-11.10715598,4163.39079116,-162.58269496,-70565.22703817,-574.000736,-502.42139845,-10.87651283,3077.92644333,-5389.71763243,-131099.69321973,-364.76983123,-287.81755994,-11.00303977,0.01001284,0.40244119,0.37804613,0.02423153,0.01000733,0.01001071,movimiento_4
0.0047347,29.94420468,-16.45342346,20.08264744,22.96955788,0.04672392,0.16231956,0.04672392,0.09845763,0.04672392,0.09845763,0.04672392,0.13287878,0.04672392,0.14565409,0.04672392,0.09572946,0.0,0.8,0.0,-0.0,0.0,-0.0,0.07239736,0.63659794,0.17525114,-1.70230638,-0.38391069,29.88877085,0.27140506,0.42721129,0.1670193,-1.41440259,0.81029194,49.93312662,0.16223279,0.54207727,0.17153515,0.0,0.0,0.0,0.0,0.0,0.0,-0.04483793,-0.02587183,-0.00258586,0.96905529,-0.03784214,-16.42449868,-0.05817115,-0.02733177,-0.01162073,1.38025806,1.93697134,6.45542842,-0.05085677,-0.02653087,-0.00666435,0.0,0.0,0.0,0.0,0.0,0.0,-192.82639422,-111.24514259,-11.12056365,4167.28099772,-162.73460967,-70631.16207101,-574.05443068,-502.20153132,-10.94992792,3083.34013238,-5371.54372375,-130973.85095774,-364.91916893,-287.72945983,-11.0435358,0.30040237,0.01000956,0.01001016,0.02986193,0.61695668,0.47210992,movimiento_4
