time,/jointset/r_shoulder/r_shoulder_elev/value_angulos,/jointset/r_shoulder/r_shoulder_elev/speed_angulos,/jointset/r_elbow/r_elbow_flex/value_angulos,/jointset/r_elbow/r_elbow_flex/speed_angulos,/forceset/TRIlong/activation_angulos,/forceset/TRIlong/fiber_length_angulos,/forceset/TRIlat/activation_angulos,/forceset/TRIlat/fiber_length_angulos,/forceset/TRImed/activation_angulos,/forceset/TRImed/fiber_length_angulos,/forceset/BIClong/activation_angulos,/forceset/BIClong/fiber_length_angulos,/forceset/BICshort/activation_angulos,/forceset/BICshort/fiber_length_angulos,/forceset/BRA/activation_angulos,/forceset/BRA/fiber_length_angulos,base_X_posiciones,base_Y_posiciones,base_Z_posiciones,base_Ox_posiciones,base_Oy_posiciones,base_Oz_posiciones,r_humerus_X_posiciones,r_humerus_Y_posiciones,r_humerus_Z_posiciones,r_humerus_Ox_posiciones,r_humerus_Oy_posiciones,r_humerus_Oz_posiciones,r_ulna_radius_hand_X_posiciones,r_ulna_radius_hand_Y_posiciones,r_ulna_radius_hand_Z_posiciones,r_ulna_radius_hand_Ox_posiciones,r_ulna_radius_hand_Oy_posiciones,r_ulna_radius_hand_Oz_posiciones,center_of_mass_X_posiciones,center_of_mass_Y_posiciones,center_of_mass_Z_posiciones,base_X_velocidades,base_Y_velocidades,base_Z_velocidades,base_Ox_velocidades,base_Oy_velocidades,base_Oz_velocidades,r_humerus_X_velocidades,r_humerus_Y_velocidades,r_humerus_Z_velocidades,r_humerus_Ox_velocidades,r_humerus_Oy_velocidades,r_humerus_Oz_velocidades,r_ulna_radius_hand_X_velocidades,r_ulna_radius_hand_Y_velocidades,r_ulna_radius_hand_Z_velocidades,r_ulna_radius_hand_Ox_velocidades,r_ulna_radius_hand_Oy_velocidades,r_ulna_radius_hand_Oz_velocidades,center_of_mass_X_velocidades,center_of_mass_Y_velocidades,center_of_mass_Z_velocidades,base_X_aceleraciones,base_Y_aceleraciones,base_Z_aceleraciones,base_Ox_aceleraciones,base_Oy_aceleraciones,base_Oz_aceleraciones,r_humerus_X_aceleraciones,r_humerus_Y_aceleraciones,r_humerus_Z_aceleraciones,r_humerus_Ox_aceleraciones,r_humerus_Oy_aceleraciones,r_humerus_Oz_aceleraciones,r_ulna_radius_hand_X_aceleraciones,r_ulna_radius_hand_Y_aceleraciones,r_ulna_radius_hand_Z_aceleraciones,r_ulna_radius_hand_Ox_aceleraciones,r_ulna_radius_hand_Oy_aceleraciones,r_ulna_radius_hand_Oz_aceleraciones,center_of_mass_X_aceleraciones,center_of_mass_Y_aceleraciones,center_of_mass_Z_aceleraciones,TRIlong_activaciones,TRIlat_activaciones,TRImed_activaciones,BIClong_activaciones,BICshort_activaciones,BRA_activaciones,ID_movimiento
0.4307188,2.4644614,23.49707336,-31.27047583,-245.04799291,-0.03001295,0.13659936,-0.03001295,0.06881379,-0.03001295,0.06387086,-0.03001295,0.14777872,-0.03001295,0.14783804,-0.03001295,0.08413851,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.0097972,0.61267094,0.17045674,-0.14522897,0.00255071,2.46018113,-0.08631038,0.3440639,0.16253144,-1.88817785,-0.75108048,-28.76541064,-0.04433654,0.49141719,0.16687913,0.0,0.0,0.0,0.0,0.0,0.0,0.07382376,0.00318284,0.00434831,-1.38390724,0.05404234,23.45581607,-0.49576035,0.34523783,0.02804619,-13.10396934,-10.04594601,-221.10207063,-0.18329613,0.15759224,0.01504594,0.0,0.0,0.0,0.0,0.0,0.0,-497.01128542,-21.39775779,-29.27466389,9316.99655012,-363.83382778,-157913.58771033,-217.84610291,-366.54111854,-99.32860954,26880.61470335,14757.88167918,208498.2552805,-370.99140686,-177.2013004,-60.89819819,0.01000667,0.04260778,0.0390697,0.17637868,0.02384847,0.01007734,movimiento_1
0.43183803,2.49056941,23.15548444,-31.54386374,-243.47593601,-0.03015705,0.13669093,-0.03015705,0.06888945,-0.03015705,0.06394848,-0.03015705,0.14772884,-0.03015705,0.14779356,-0.03015705,0.08404385,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00971517,0.6126745,0.17046157,-0.14676784,0.00254435,2.48624382,-0.0868635,0.34445071,0.16256255,-1.90603354,-0.75411947,-29.01244763,-0.04454123,0.49159375,0.16689582,0.0,0.0,0.0,0.0,0.0,0.0,0.07275072,0.00316984,0.00428503,-1.36381866,0.05325787,23.11533507,-0.49262724,0.34594143,0.0275423,-13.00445371,-9.99381683,-219.87489162,-0.18247044,0.15790273,0.01478375,0.0,0.0,0.0,0.0,0.0,0.0,-499.96649368,-21.75468396,-29.44820059,9372.57982213,-366.00438505,-158855.6674731,-220.20835064,-371.83013288,-99.52116383,27039.63616619,14868.71283174,209852.29981924,-373.67894271,-179.78465448,-61.08031975,0.01000772,0.04205035,0.03832338,0.17561491,0.02383162,0.01007938,movimiento_1
0.43321873,2.52224592,22.72898547,-31.87867991,-241.51934097,-0.03033481,0.13680421,-0.03033481,0.06898386,-0.03033481,0.06403944,-0.03033481,0.14766689,-0.03033481,0.14773809,-0.03033481,0.08392794,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00961565,0.61267886,0.17046743,-0.14863493,0.00253569,2.51786533,-0.087541,0.34492889,0.16260015,-1.92789872,-0.75774516,-29.31529086,-0.04479247,0.491812,0.16691601,0.0,0.0,0.0,0.0,0.0,0.0,0.07140746,0.00315094,0.00420582,-1.33866962,0.05227578,22.68908454,-0.48877177,0.34671251,0.02692212,-12.88049242,-9.92821998,-218.34666567,-0.18146691,0.15824044,0.01446034,0.0,0.0,0.0,0.0,0.0,0.0,-503.44837778,-22.18682207,-29.6526382,9438.08110811,-368.56224621,-159965.84745586,-223.16908296,-378.19536334,-99.71912033,27225.40405911,14999.14024458,211421.23645949,-376.9255701,-182.89509069,-61.28183167,0.01000677,0.0410456,0.03764231,0.17472658,0.02345226,0.0100808,movimiento_1
0.43459942,2.5533292,22.29465399,-32.21078001,-239.53704222,-0.03051258,0.1369179,-0.03051258,0.06907905,-0.03051258,0.06414992,-0.03051258,0.14760448,-0.03051258,0.14768198,-0.03051258,0.08381301,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00951799,0.6126832,0.17047319,-0.15046704,0.00252619,2.54889465,-0.08821319,0.34540807,0.16263689,-1.94958276,-0.76123609,-29.6160147,-0.04504234,0.49203069,0.16693575,0.0,0.0,0.0,0.0,0.0,0.0,0.07004589,0.003129,0.00412554,-1.31317583,0.05128024,22.25699079,-0.48492781,0.34737982,0.02630432,-12.75541128,-9.8613175,-216.80448012,-0.18047861,0.15852963,0.01413742,0.0,0.0,0.0,0.0,0.0,0.0,-506.75617588,-22.60978754,-29.84682576,9500.32045332,-370.99272679,-161020.74086977,-226.17716771,-384.38602847,-99.87555225,27400.1334589,15122.83675715,212882.50324377,-380.09807253,-185.9216932,-61.4589757,0.0100065,0.04017699,0.03687718,0.17377368,0.02325555,0.01007306,movimiento_1
0.43565175,2.57661634,21.96282807,-32.46205562,-238.02211579,-0.03064806,0.13700477,-0.03064806,0.06915207,-0.03064806,0.06420795,-0.03064806,0.14755663,-0.03064806,0.14763882,-0.03064806,0.08372608,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00944483,0.61268648,0.17047749,-0.15183963,0.00251842,2.57214136,-0.08872196,0.34577386,0.16266432,-1.96598631,-0.76380713,-29.84378216,-0.04523187,0.49219762,0.1669505,0.0,0.0,0.0,0.0,0.0,0.0,0.0689972,0.0031103,0.00406371,-1.29353916,0.05051341,21.92416921,-0.48200629,0.34782008,0.02583538,-12.65940953,-9.80949819,-215.62046632,-0.17973508,0.15871812,0.01389181,0.0,0.0,0.0,0.0,0.0,0.0,-509.16470856,-22.9259063,-29.98820229,9545.64783896,-372.76278608,-161788.99382027,-228.49894785,-388.98821306,-99.96830197,27526.18582936,15212.73881942,213926.75499043,-382.46744365,-188.17261447,-61.57840127,0.01000645,0.03952535,0.03637943,0.17305024,0.0230091,0.01007425,movimiento_1
0.43670407,2.59955104,21.6252032,-32.71172654,-236.48835401,-0.03078355,0.13709169,-0.03078355,0.06922533,-0.03078355,0.06428195,-0.03078355,0.14750856,-0.03078355,0.14759533,-0.03078355,0.08363971,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00937278,0.61268974,0.17048174,-0.15319144,0.00251023,2.59503624,-0.08922765,0.34614009,0.16269127,-1.9822819,-0.76630136,-30.07029929,-0.04542062,0.49236473,0.16696499,0.0,0.0,0.0,0.0,0.0,0.0,0.06793711,0.00308981,0.00400121,-1.27368801,0.04973822,21.58771248,-0.47909192,0.34819901,0.02536775,-12.56270278,-9.75688558,-214.42772866,-0.17900103,0.15887793,0.01364643,0.0,0.0,0.0,0.0,0.0,0.0,-511.47924294,-23.23656045,-30.12404546,9589.21351187,-374.46404951,-162527.38753681,-230.84386885,-393.49094781,-100.03922587,27646.30497254,15298.97022685,214913.10355555,-384.79569506,-190.37564461,-61.68493879,0.01000746,0.03906249,0.0357918,0.17234679,0.02263515,0.01009745,movimiento_1
0.43816268,2.63074939,21.15269891,-33.05510928,-234.34619305,-0.03097135,0.13721215,-0.03097135,0.06932711,-0.03097135,0.06438112,-0.03097135,0.1474416,-0.03097135,0.14753452,-0.03097135,0.08352096,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00927477,0.61269423,0.17048751,-0.15503033,0.00249822,2.62618044,-0.08992352,0.34664829,0.1627278,-2.00468774,-0.76963267,-30.38218316,-0.04568098,0.4925966,0.16698464,0.0,0.0,0.0,0.0,0.0,0.0,0.06644975,0.00305848,0.00391353,-1.24583368,0.04865049,21.11561005,-0.47506459,0.3486234,0.02472199,-12.42753869,-9.68267203,-212.76040559,-0.17799897,0.15905232,0.01330682,0.0,0.0,0.0,0.0,0.0,0.0,-514.53742821,-23.65800228,-30.30350923,9646.78839774,-376.7123804,-163503.2231229,-234.12894218,-399.56931412,-100.10320961,27803.35892755,15412.60906866,216188.11420269,-387.95630143,-193.3507177,-61.81227292,0.0100072,0.03847429,0.03510451,0.17122004,0.02282057,0.01008151,movimiento_1
0.43944765,2.65765939,20.730352,-33.35501263,-232.43819997,-0.03113678,0.13731847,-0.03113678,0.06941784,-0.03113678,0.06448083,-0.03113678,0.1473823,-0.03113678,0.14748047,-0.03113678,0.08341728,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00919024,0.61269814,0.17049249,-0.15661644,0.00248705,2.65304372,-0.09053169,0.34709645,0.1627592,-2.02424983,-0.77244751,-30.65491473,-0.04590914,0.49280105,0.16700155,0.0,0.0,0.0,0.0,0.0,0.0,0.06512465,0.0030282,0.00383542,-1.22101642,0.04768136,20.69498278,-0.47152917,0.34890288,0.02415601,-12.30754333,-9.61614733,-211.27948304,-0.17712995,0.15916187,0.01300848,0.0,0.0,0.0,0.0,0.0,0.0,-517.09286016,-24.02039159,-30.4534463,9694.9092265,-378.59152516,-164318.82208479,-237.0531149,-404.76940671,-100.12831603,27933.0069331,15507.2476702,217226.31456667,-390.6781892,-195.89692798,-61.90585932,0.0100066,0.03780964,0.03458573,0.17024061,0.02276411,0.01008054,movimiento_1
0.44050201,2.67933375,20.38293001,-33.59925982,-230.86800096,-0.03127253,0.13740564,-0.03127253,0.06949193,-0.03127253,0.06454542,-0.03127253,0.14733344,-0.03127253,0.1474358,-0.03127253,0.08333286,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00912215,0.61270132,0.1704965,-0.15789395,0.00247752,2.67468045,-0.09102732,0.34746441,0.16278442,-2.04017632,-0.77467422,-30.87727479,-0.04609553,0.4929689,0.16701514,0.0,0.0,0.0,0.0,0.0,0.0,0.06402869,0.00300155,0.00377082,-1.20048949,0.04687977,20.34707236,-0.46863745,0.34906805,0.02369403,-12.20854234,-9.56082262,-210.0568632,-0.1764258,0.15922182,0.01276449,0.0,0.0,0.0,0.0,0.0,0.0,-519.09648372,-24.3114796,-30.57099062,9732.64660894,-380.06519066,-164958.43222307,-239.47133639,-408.92953382,-100.12824727,28033.55150025,15581.20480476,218021.21012885,-392.86896926,-197.93456559,-61.97031112,0.01000657,0.03718659,0.03419937,0.1695097,0.02229592,0.01008145,movimiento_1
0.44155637,2.70063949,20.03097759,-33.84184357,-229.28240914,-0.03140828,0.13749273,-0.03140828,0.06956646,-0.03140828,0.06462186,-0.03140828,0.14728443,-0.03140828,0.14739087,-0.03140828,0.08324904,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00905522,0.61270447,0.17050044,-0.15914974,0.00246768,2.6959492,-0.09151992,0.34783252,0.16280916,-2.0559892,-0.77682689,-31.09834182,-0.04628118,0.4931368,0.16702847,0.0,0.0,0.0,0.0,0.0,0.0,0.06292368,0.00297324,0.00370568,-1.17979203,0.04607153,19.99627143,-0.46575406,0.34917393,0.02323401,-12.10897063,-9.50478161,-208.82664393,-0.17573038,0.15925408,0.0125211,0.0,0.0,0.0,0.0,0.0,0.0,-521.01912515,-24.59689709,-30.68377002,9768.86538721,-381.47955382,-165572.30356964,-241.90479015,-412.99477283,-100.11047994,28129.03765702,15651.93471265,218766.714014,-395.0222,-199.92625835,-62.02415951,0.01003417,0.03670516,0.03403181,0.16900346,0.02120187,0.01045278,movimiento_1
0.44292367,2.72771392,19.57180766,-34.15392875,-227.21505333,-0.03158432,0.13760545,-0.03158432,0.06966308,-0.03158432,0.06471455,-0.03158432,0.14722068,-0.03158432,0.14733222,-0.03158432,0.08314123,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00897017,0.61270851,0.17050545,-0.16074553,0.0024545,2.72297663,-0.09215419,0.34830999,0.16284052,-2.07632417,-0.77950933,-31.38308159,-0.04652084,0.49335455,0.16704537,0.0,0.0,0.0,0.0,0.0,0.0,0.06147836,0.00293412,0.0036205,-1.15271857,0.04501429,19.53740398,-0.46202768,0.34922415,0.02264064,-11.9790621,-9.4310803,-207.22056248,-0.17484111,0.15925529,0.01220651,0.0,0.0,0.0,0.0,0.0,0.0,-523.39622301,-24.95852795,-30.82318702,9813.65485259,-383.22860702,-166331.43932026,-245.0805293,-418.12719047,-100.06245637,28245.62788749,15739.00413816,219662.82997417,-397.75981803,-202.44150295,-62.07896268,0.01000664,0.03629663,0.03323398,0.1676283,0.02215681,0.01008525,movimiento_1
0.44410342,2.75056781,19.17081214,-34.42092476,-225.4142114,-0.03173622,0.13770262,-0.03173622,0.06974697,-0.03173622,0.06480765,-0.03173622,0.14716548,-0.03173622,0.1472813,-0.03173622,0.08304901,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00889838,0.61271195,0.17050968,-0.16209255,0.00244279,2.74579084,-0.09269738,0.34872197,0.16286693,-2.09371305,-0.78172589,-31.62699223,-0.04672667,0.49354241,0.16705961,0.0,0.0,0.0,0.0,0.0,0.0,0.06022054,0.0028982,0.00354637,-1.12915588,0.04409416,19.13804042,-0.45882438,0.34918897,0.02213169,-11.86628579,-9.36657204,-205.82523586,-0.17408511,0.1592197,0.0119361,0.0,0.0,0.0,0.0,0.0,0.0,-525.3459361,-25.26282199,-30.93752017,9850.40000326,-384.66352532,-166954.23214231,-247.83648496,-422.43110115,-99.9996032,28339.93364029,15810.05220429,220374.59657265,-400.07348264,-204.55129149,-62.11331093,0.01000666,0.0356754,0.03282625,0.16676949,0.02165866,0.01008628,movimiento_1
0.44528317,2.77294777,18.76971464,-34.68579214,-223.6104174,-0.03188811,0.13779953,-0.03188811,0.06983057,-0.03188811,0.06488109,-0.03188811,0.14711016,-0.03188811,0.1472301,-0.03188811,0.08295756,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00882809,0.61271534,0.17051382,-0.16341164,0.0024308,2.76813194,-0.09323679,0.34913387,0.16289275,-2.11095517,-0.78385278,-31.86925028,-0.0469316,0.49373022,0.16707354,0.0,0.0,0.0,0.0,0.0,0.0,0.0589557,0.00286045,0.00347183,-1.10546062,0.04316884,18.7364298,-0.45563273,0.34908452,0.02162617,-11.75305787,-9.30132816,-204.42284591,-0.17333821,0.15915184,0.01166701,0.0,0.0,0.0,0.0,0.0,0.0,-527.20557667,-25.55992331,-31.04655556,9885.45525639,-386.03245219,-167548.3829246,-250.60488422,-426.62154087,-99.91807067,28428.66475347,15877.4549535,221031.94229564,-402.34335223,-206.60591153,-62.13632074,0.01000606,0.03532842,0.03242886,0.16575686,0.02195249,0.01008883,movimiento_1
0.44646291,2.79485207,18.36315898,-34.94852253,-221.78760438,-0.03204,0.13789619,-0.03204,0.06991444,-0.03204,0.06497395,-0.03204,0.14705472,-0.03204,0.14717865,-0.03204,0.08286687,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00875928,0.61271869,0.17051787,-0.16470268,0.00241857,2.78999822,-0.09377244,0.34954561,0.16291796,-2.12804956,-0.78589108,-32.10984908,-0.04713566,0.49391792,0.16708714,0.0,0.0,0.0,0.0,0.0,0.0,0.05768164,0.00282078,0.00339675,-1.08159103,0.04223672,18.33186476,-0.45245262,0.34890825,0.02112365,-11.63922947,-9.23525982,-203.0118693,-0.17260158,0.15905051,0.01139897,0.0,0.0,0.0,0.0,0.0,0.0,-528.97869433,-25.84983784,-31.1505026,9918.88694033,-387.33797779,-168115.01586539,-253.38379162,-430.70051216,-99.81891259,28512.05739259,15941.33948571,221637.18316305,-404.57050037,-208.60627028,-62.1485827,0.0100061,0.03483176,0.0319222,0.16495254,0.02107297,0.01009289,movimiento_1
0.44764266,2.81627602,17.95669842,-35.20909865,-219.9622642,-0.03219189,0.13799254,-0.03219189,0.06999819,-0.03219189,0.06504777,-0.03219189,0.14699918,-0.03219189,0.14712695,-0.03219189,0.08277695,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00869199,0.612722,0.17052183,-0.16596541,0.00240613,2.81138496,-0.09430435,0.34995709,0.16294259,-2.14499463,-0.78784176,-32.34877598,-0.04733886,0.49410548,0.16710043,0.0,0.0,0.0,0.0,0.0,0.0,0.05639977,0.00277927,0.00332122,-1.05757401,0.04129885,17.92480065,-0.44928446,0.34866191,0.02062444,-11.52488868,-9.16842165,-201.59313963,-0.17187463,0.15891654,0.01113218,0.0,0.0,0.0,0.0,0.0,0.0,-530.66861627,-26.13254023,-31.24955766,9950.75719203,-388.58252861,-168655.18412234,-256.17121651,-434.66979941,-99.70314427,28590.33537662,16001.82351628,222192.52120896,-406.75585368,-210.55315934,-62.15066286,0.01001128,0.03417507,0.03154583,0.16422265,0.01983829,0.01016204,movimiento_1
0.4488224,2.83721819,17.54515798,-35.46751292,-218.1188452,-0.03234378,0.13808856,-0.03234378,0.07008198,-0.03234378,0.06514042,-0.03234378,0.14694357,-0.03234378,0.14707504,-0.03234378,0.08268779,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00862621,0.61272525,0.1705257,-0.16719974,0.00239352,2.83229078,-0.09483253,0.35036824,0.16296663,-2.1617895,-0.78970596,-32.58602479,-0.0475412,0.49429287,0.16711341,0.0,0.0,0.0,0.0,0.0,0.0,0.05511029,0.00273595,0.00324524,-1.03341301,0.04035534,17.51529631,-0.4461284,0.3483458,0.0201286,-11.41004154,-9.10081972,-200.16666968,-0.17115732,0.15875007,0.01086667,0.0,0.0,0.0,0.0,0.0,0.0,-532.27867805,-26.40804573,-31.34391751,9981.12834097,-389.76853864,-169169.9441169,-258.96535708,-438.53142769,-99.57174607,28663.72041459,16059.02736718,222700.13393879,-408.90042862,-212.44750124,-62.14311171,0.0100068,0.03402685,0.031207,0.163047,0.0208074,0.01009294,movimiento_1
0.45000215,2.85767429,17.13396721,-35.72374899,-216.27348804,-0.03249568,0.13818421,-0.03249568,0.07016566,-0.03249568,0.06521435,-0.03249568,0.1468879,-0.03249568,0.14702293,-0.03249568,0.08259941,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00856196,0.61272845,0.17052949,-0.16840542,0.00238076,2.85271136,-0.09535699,0.35077898,0.16299008,-2.17843267,-0.79148465,-32.82158341,-0.0477427,0.49448004,0.16712607,0.0,0.0,0.0,0.0,0.0,0.0,0.05381367,0.00269088,0.00316884,-1.00911705,0.03940657,17.10350469,-0.44298472,0.34796057,0.01963624,-11.29471468,-9.03247174,-198.73268566,-0.17044952,0.15855145,0.0106025,0.0,0.0,0.0,0.0,0.0,0.0,-533.81198337,-26.67633951,-31.43376529,10010.05835103,-390.89827141,-169660.27827717,-261.76436647,-442.28723241,-99.42565381,28732.42130142,16113.0622965,223162.08346285,-411.00509414,-214.29011635,-62.12645217,0.01000684,0.03362974,0.0309134,0.16206872,0.02074826,0.01009394,movimiento_1
0.45118189,2.87764323,16.7180496,-35.97780004,-214.41092193,-0.03264757,0.13827945,-0.03264757,0.07024927,-0.03264757,0.06530636,-0.03264757,0.14683219,-0.03264757,0.14697064,-0.03264757,0.0825118,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00849924,0.6127316,0.17053318,-0.16958237,0.00236789,2.87264563,-0.09587776,0.35118923,0.16301296,-2.19492335,-0.79317898,-33.05544609,-0.04794338,0.49466696,0.16713843,0.0,0.0,0.0,0.0,0.0,0.0,0.05251049,0.00264409,0.00309206,-0.98469694,0.03845296,16.68960864,-0.43985358,0.34750705,0.01914749,-11.17893925,-8.96339971,-197.29145287,-0.16975097,0.15832105,0.01033975,0.0,0.0,0.0,0.0,0.0,0.0,-535.27164532,-26.93744537,-31.51928464,10037.60539625,-391.97399864,-170127.17259428,-264.56657801,-445.93925542,-99.26577187,28796.64482171,16164.04179862,223580.40628895,-413.07080565,-216.08193949,-62.10119323,0.01000671,0.03318169,0.0306551,0.16111921,0.02049162,0.01009328,movimiento_1
0.45236164,2.89712106,16.30265384,-36.22965058,-212.54676437,-0.03279946,0.13837425,-0.03279946,0.07033273,-0.03279946,0.06538056,-0.03279946,0.14677646,-0.03279946,0.14691818,-0.03279946,0.08242498,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00843806,0.61273469,0.17053678,-0.17073038,0.00235495,2.89208965,-0.09639483,0.3515989,0.16303526,-2.21126011,-0.79478996,-33.28760123,-0.04814323,0.49485358,0.16715047,0.0,0.0,0.0,0.0,0.0,0.0,0.05120092,0.00259563,0.0030149,-0.96015574,0.03749461,16.27366033,-0.43673521,0.34698554,0.01866238,-11.06272142,-8.89360934,-195.84299743,-0.16906169,0.15805905,0.01007844,0.0,0.0,0.0,0.0,0.0,0.0,-536.66054905,-27.19135695,-31.60064578,10063.82335872,-392.99782446,-170571.54031456,-267.37027846,-449.48935044,-99.09296115,28856.58511972,16212.07052519,223957.02678694,-415.09837252,-217.82380395,-62.0678169,0.01000676,0.03273413,0.03029903,0.16022679,0.01988063,0.01009376,movimiento_1
0.45354139,2.91610698,15.88294746,-36.47929446,-210.66646206,-0.03295135,0.13846857,-0.03295135,0.07041602,-0.03295135,0.06547155,-0.03295135,0.14672073,-0.03295135,0.14686558,-0.03295135,0.08233894,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00837843,0.61273772,0.17054029,-0.17184939,0.00234195,2.9110426,-0.09690823,0.35200791,0.163057,-2.22744226,-0.79631875,-33.51804344,-0.04834228,0.49503988,0.16716221,0.0,0.0,0.0,0.0,0.0,0.0,0.04988577,0.00254556,0.00293743,-0.93550893,0.03653214,15.85592216,-0.43362975,0.34639721,0.0181811,-10.94610837,-8.82313297,-194.38774653,-0.1683813,0.157766,0.00981868,0.0,0.0,0.0,0.0,0.0,0.0,-537.98158794,-27.43810487,-31.67801936,10088.76630843,-393.97186033,-170994.2978691,-270.17392847,-452.9395538,-98.90805308,28912.43430689,16257.25508922,224293.84256326,-417.0886871,-219.51664576,-62.02679211,0.01000671,0.03231433,0.02996284,0.15932097,0.01931231,0.01009276,movimiento_1
0.45472113,2.93459741,15.463855,-36.72671709,-208.78467912,-0.03310325,0.13856238,-0.03310325,0.07049912,-0.03310325,0.06554615,-0.03310325,0.14666501,-0.03310325,0.14681285,-0.03310325,0.08225368,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00832036,0.6127407,0.17054371,-0.17293919,0.00232894,2.92950093,-0.09741798,0.35241619,0.16307816,-2.24346845,-0.79776638,-33.74676169,-0.04854053,0.49522582,0.16717364,0.0,0.0,0.0,0.0,0.0,0.0,0.04856495,0.0024939,0.00285962,-0.91075451,0.03556546,15.43635992,-0.4305374,0.34574209,0.01770361,-10.82908877,-8.75196608,-192.92555547,-0.16770994,0.15744193,0.00956045,0.0,0.0,0.0,0.0,0.0,0.0,-539.23743561,-27.67769018,-31.75156312,10112.48417724,-394.89805613,-171396.29155184,-272.97594221,-456.29171903,-98.71183735,28964.37234852,16299.69362778,224592.64407126,-419.04250025,-221.16130222,-61.97856188,0.01002426,0.0319765,0.02974755,0.15854953,0.01835993,0.0103472,movimiento_1
0.45590088,2.9525918,15.04092987,-36.97191285,-206.88800619,-0.03325514,0.13865565,-0.03325514,0.07058199,-0.03325514,0.0656358,-0.03325514,0.14660933,-0.03325514,0.14676002,-0.03325514,0.08216922,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00826385,0.61274361,0.17054704,-0.17399975,0.00231594,2.94746408,-0.09792409,0.35282366,0.16309877,-2.25933805,-0.79913403,-33.97375085,-0.04873799,0.49541135,0.16718477,0.0,0.0,0.0,0.0,0.0,0.0,0.04723953,0.00244074,0.00278154,-0.8859127,0.03459538,15.01531653,-0.4274583,0.34502168,0.01723014,-10.71172603,-8.68015147,-191.45701553,-0.16704709,0.15708756,0.00930388,0.0,0.0,0.0,0.0,0.0,0.0,-540.43077152,-27.91014867,-31.82143507,10135.02703946,-395.77836727,-171778.37007158,-275.77489864,-459.54785722,-98.50507619,29012.57712878,16339.48591208,224855.19386412,-420.96064039,-222.75870079,-61.92355698,0.01001835,0.03161225,0.02937997,0.15756257,0.01805891,0.01026205,movimiento_1
0.45708062,2.97008699,14.61863789,-37.21486819,-204.98974882,-0.03340703,0.13874836,-0.03340703,0.07066461,-0.03340703,0.06571088,-0.03340703,0.14655371,-0.03340703,0.1467071,-0.03340703,0.08208555,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.0082089,0.61274645,0.17055028,-0.17503089,0.00230299,2.96492889,-0.09842657,0.35323024,0.16311882,-2.27504981,-0.80042273,-34.19900052,-0.04893468,0.49559645,0.16719559,0.0,0.0,0.0,0.0,0.0,0.0,0.04590912,0.00238608,0.00270317,-0.86097626,0.0336216,14.59266944,-0.42439258,0.3442357,0.01676061,-10.59399091,-8.60767407,-189.9818068,-0.16639301,0.15670277,0.00904894,0.0,0.0,0.0,0.0,0.0,0.0,-541.56406689,-28.13548811,-31.88778099,10156.44104737,-396.61459602,-172141.31566237,-278.56933359,-462.70980818,-98.28849202,29057.21502856,16376.72376152,225083.1535748,-422.84380222,-224.30967628,-61.86218348,0.01001363,0.03126762,0.02903799,0.15657374,0.01777243,0.01019742,movimiento_1
0.45826037,2.9870826,14.19304806,-37.45557783,-203.07803316,-0.03355892,0.13884046,-0.03355892,0.07074694,-0.03355892,0.06579892,-0.03355892,0.14649816,-0.03355892,0.14665411,-0.03355892,0.08200267,0.0,0.8,0.0,-0.0,0.0,-0.0,-0.00815553,0.61274924,0.17055342,-0.17603258,0.0022901,2.98189499,-0.09892544,0.35363586,0.16313832,-2.29060315,-0.80163368,-34.42250574,-0.0491306,0.49578108,0.16720612,0.0,0.0,0.0,0.0,0.0,0.0,0.04457505,0.00233002,0.00262459,-0.83597011,0.03264509,14.16884069,-0.4213404,0.34338601,0.01629527,-10.47596283,-8.53458702,-188.5006827,-0.16574705,0.15628846,0.00879577,0.0,0.0,0.0,0.0,0.0,0.0,-542.63979477,-28.35374795,-31.95074671,10176.77241934,-397.40854726,-172485.91167822,-281.35793508,-465.77954164,-98.06278196,29098.45025754,16411.50022082,225278.15565479,-424.69275018,-225.81513947,-61.79483608,0.01001108,0.03095129,0.02873213,0.15559005,0.01749669,0.01016206,movimiento_1
